Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2008,1,22,2,1710,1635,1818,1745,WN,519,N206WN,68,70,52,33,35,BWI,PVD,328,4,12,0,,0,33,0,0,0,0
2008,1,20,7,1344,1345,1457,1510,WN,524,N796SW,133,145,120,-13,-1,BWI,STL,737,3,10,0,,0,NA,NA,NA,NA,NA
2008,1,20,7,1610,1610,1808,1815,WN,987,N769SW,118,125,101,-7,0,SDF,MCO,718,8,9,0,,0,NA,NA,NA,NA,NA
2009,1,4,5,1724,1720,1814,1810,WN,1320,N429WN,50,50,37,4,4,ORF,BWI,159,3,10,0,,0,NA,NA,NA,NA,NA
2009,1,8,2,1259,1255,1543,1610,WN,188,N768SW,164,195,151,-27,4,ISP,FLL,1093,3,10,0,,0,NA,NA,NA,NA,NA
2008,1,18,5,2123,2055,2334,2335,WN,877,N724SW,131,160,118,-1,28,MCO,PVD,1073,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,815,815,928,925,WN,1292,N775SW,73,70,50,3,0,FLL,JAX,318,5,18,0,,0,NA,NA,NA,NA,NA
2008,1,20,7,935,935,1101,1105,WN,2221,N694SW,86,90,70,-4,0,RNO,PDX,444,5,11,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,2045,2040,2144,2130,WN,1587,N429WN,59,50,40,14,5,OAK,RNO,180,6,13,0,,0,NA,NA,NA,NA,NA
2008,1,23,3,814,815,1049,1035,WN,3498,N390SW,155,140,132,14,-1,BNA,AUS,756,4,19,0,,0,NA,NA,NA,NA,NA
2009,1,4,5,1719,1640,1932,1910,WN,1662,N289CT,193,210,182,22,39,MDW,SLC,1258,2,9,0,,0,22,0,0,0,0
2009,1,9,3,700,700,757,800,WN,1,N520SW,57,60,44,-3,0,DAL,HOU,239,3,10,0,,0,NA,NA,NA,NA,NA
2008,1,19,6,1054,1035,1213,1150,WN,156,N738CB,79,75,65,23,19,MDW,BNA,395,5,9,0,,0,19,0,4,0,0
2009,1,9,3,1749,1750,1901,1910,WN,3919,N226WN,72,80,57,-9,-1,OMA,MDW,423,7,8,0,,0,NA,NA,NA,NA,NA
2009,1,3,4,2230,2035,2346,2210,WN,2300,N291WN,136,155,122,96,115,MCO,STL,880,3,11,0,,0,0,0,0,6,90
2009,1,5,6,1028,1025,1225,1150,WN,505,N774SW,117,85,73,35,3,SMF,SAN,480,5,39,0,,0,0,0,35,0,0
2008,1,15,2,1027,1030,1156,1205,WN,1330,N363SW,89,95,79,-9,-3,DAL,STL,546,4,6,0,,0,NA,NA,NA,NA,NA
2008,1,18,5,1057,1100,1210,1225,WN,1607,N611SW,73,85,62,-15,-3,DTW,BWI,408,3,8,0,,0,NA,NA,NA,NA,NA
2008,1,17,4,707,705,814,815,WN,1048,N463WN,67,70,51,-1,2,BUR,SJC,296,3,13,0,,0,NA,NA,NA,NA,NA
2008,1,17,4,2312,2150,24,2305,WN,288,N659SW,72,75,57,79,82,MCI,MDW,405,6,9,0,,0,0,0,0,0,79
2009,1,14,1,1919,1920,2025,2035,WN,2116,N628SW,66,75,49,-10,-1,ABQ,PHX,328,6,11,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,1458,1500,2017,2030,WN,74,N464WN,199,210,179,-13,-2,LAS,MDW,1521,4,16,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,1143,1140,1213,1210,WN,1182,N293,90,90,77,3,3,SAT,ELP,496,3,10,0,,0,NA,NA,NA,NA,NA
2009,1,11,5,1253,1255,1451,1445,WN,1333,N650SW,58,50,38,6,-2,MDW,IND,162,8,12,0,,0,NA,NA,NA,NA,NA
2009,1,8,2,1502,1355,1637,1530,WN,488,N622SW,95,95,81,67,67,LAS,SFO,414,5,9,0,,0,0,0,31,0,36
2009,1,10,4,714,715,854,845,WN,2360,N386SW,160,150,141,9,-1,HOU,DEN,883,7,12,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,1058,1100,1124,1135,WN,756,N450WN,86,95,73,-11,-2,PHX,BUR,369,2,11,0,,0,NA,NA,NA,NA,NA
2009,1,13,7,1030,1035,1126,1135,WN,1150,N357SW,56,60,46,-9,-5,DAL,SAT,248,2,8,0,,0,NA,NA,NA,NA,NA
2009,1,12,6,1102,1100,1219,1220,WN,92,N761RR,77,80,65,-1,2,LAX,SMF,373,6,6,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,1250,1250,1350,1350,WN,1582,N473WN,60,60,47,0,0,ONT,LAS,197,5,8,0,,0,NA,NA,NA,NA,NA
2008,1,17,4,1656,1515,1836,1650,WN,1950,N758SW,160,155,123,106,101,MDW,DEN,895,8,29,0,,0,101,0,5,0,0
2008,1,21,1,1810,1800,2013,2010,WN,278,N298WN,63,70,50,3,10,ONT,PHX,325,7,6,0,,0,NA,NA,NA,NA,NA
2009,1,7,1,1713,1710,2151,1955,WN,3841,N669SW,278,165,160,116,3,MDW,HOU,937,4,114,0,,0,0,0,116,0,0
2008,1,21,1,1533,1530,2104,2100,WN,3920,N462WN,211,210,181,4,3,LAS,MDW,1521,11,19,0,,0,NA,NA,NA,NA,NA
2008,1,17,4,2122,2105,2237,2225,WN,3574,N606SW,75,80,63,12,17,SAN,SJC,417,3,9,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,1421,1415,1520,1520,WN,2111,N639SW,59,65,47,0,6,OMA,STL,342,4,8,0,,0,NA,NA,NA,NA,NA
2009,1,4,5,1621,1605,1723,1725,WN,3162,N220WN,122,140,111,-2,16,ALB,MDW,717,4,7,0,,0,NA,NA,NA,NA,NA
2009,1,10,4,939,930,1119,1115,WN,873,N468WN,100,105,88,4,9,PHX,DEN,602,5,7,0,,0,NA,NA,NA,NA,NA
2009,1,3,4,958,1000,1006,1010,WN,63,N768SW,68,70,51,-4,-2,SDF,BHM,323,8,9,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,NA,1105,NA,1205,WN,3946,,NA,60,NA,NA,NA,SJC,BUR,296,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,1,20,7,948,950,1416,1430,WN,164,N900WN,148,160,131,-14,-2,LAS,AUS,1090,5,12,0,,0,NA,NA,NA,NA,NA
2008,1,19,6,1928,1935,2006,2020,WN,443,N759GS,98,105,84,-14,-7,MCI,DEN,533,6,8,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,831,825,925,925,WN,3860,N412WN,54,60,46,0,6,SJC,BUR,296,2,6,0,,0,NA,NA,NA,NA,NA
2008,1,19,6,1007,955,1216,1225,WN,2872,N285WN,309,330,294,-9,12,BWI,LAS,2106,4,11,0,,0,NA,NA,NA,NA,NA
2009,1,4,5,1300,1245,1503,1455,WN,2284,N222WN,243,250,225,8,15,MCO,ABQ,1552,5,13,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,1825,1825,1921,1915,WN,43,N344SW,56,50,41,6,0,HOU,CRP,187,4,11,0,,0,NA,NA,NA,NA,NA
2008,1,20,7,1030,1030,1130,1150,WN,1370,N281WN,120,140,107,-20,0,PHL,MDW,668,6,7,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,1516,1515,1742,1735,WN,619,N330SW,146,140,131,7,1,TPA,IND,838,7,8,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,2054,2100,2148,2200,WN,59,N330SW,54,60,42,-12,-6,DAL,HOU,239,2,10,0,,0,NA,NA,NA,NA,NA
2009,1,14,1,700,700,932,955,WN,1106,N769SW,212,235,180,-23,0,MDW,PHX,1444,4,28,0,,0,NA,NA,NA,NA,NA
2009,1,4,5,1505,1500,1600,1555,WN,36,N528SW,55,55,41,5,5,HOU,DAL,239,3,11,0,,0,NA,NA,NA,NA,NA
2009,1,6,7,1739,1720,1905,1840,WN,386,N208WN,86,80,64,25,19,SMF,LAX,373,15,7,0,,0,5,0,6,0,14
2008,1,22,2,1300,1305,1354,1410,WN,1361,N758SW,114,125,99,-16,-5,PHX,OAK,646,5,10,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,1545,1545,1755,1800,WN,135,N676SW,70,75,59,-5,0,LAX,TUS,451,3,8,0,,0,NA,NA,NA,NA,NA
2009,1,8,2,2016,1940,2210,2120,WN,829,N338SW,114,100,96,50,36,OAK,PDX,543,3,15,0,,0,13,0,14,0,23
2009,1,7,1,1406,1405,1635,1650,WN,1307,N782SA,89,105,74,-15,1,MDW,IAD,577,6,9,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,1704,1630,2012,1945,WN,773,N601WN,128,135,114,27,34,STL,TPA,869,5,9,0,,0,3,0,0,0,24
2008,1,19,6,1141,1130,1359,1400,WN,421,N785SW,138,150,122,-1,11,TPA,ISP,1034,5,11,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,706,710,809,815,WN,139,N323SW,63,65,50,-6,-4,DAL,LBB,293,2,11,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,1335,1335,1450,1450,WN,3745,N372SW,75,75,65,0,0,RDU,PHL,336,3,7,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,1326,1325,1431,1435,WN,2633,N617SW,65,70,50,-4,1,SJC,LAX,308,5,10,0,,0,NA,NA,NA,NA,NA
2008,1,17,4,1721,1720,1737,1740,WN,1240,N282WN,76,80,66,-3,1,PHX,BUR,369,2,8,0,,0,NA,NA,NA,NA,NA
2009,1,8,2,1623,1625,1739,1750,WN,303,N315SW,136,145,126,-11,-2,OKC,PHX,833,5,5,0,,0,NA,NA,NA,NA,NA
2009,1,6,7,759,755,1042,1035,WN,92,N495WN,283,280,264,7,4,BNA,LAX,1797,10,9,0,,0,NA,NA,NA,NA,NA
2009,1,8,2,1903,1905,2115,2115,WN,386,N724SW,72,70,57,0,-2,LAX,PHX,370,7,8,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,811,805,902,900,WN,1452,N460WN,51,55,38,2,6,AUS,DAL,189,3,10,0,,0,NA,NA,NA,NA,NA
2009,1,10,4,1401,1400,1500,1500,WN,3399,N649SW,59,60,36,0,1,FLL,TPA,197,3,20,0,,0,NA,NA,NA,NA,NA
2008,1,18,5,1735,1715,1855,1825,WN,1450,N717SA,140,130,110,30,20,BWI,MDW,611,7,23,0,,0,7,0,10,0,13
2009,1,9,3,839,840,938,940,WN,15,N323SW,59,60,48,-2,-1,LBB,DAL,293,3,8,0,,0,NA,NA,NA,NA,NA
2009,1,10,4,1331,1330,1420,1425,WN,30,N753SW,49,55,40,-5,1,HOU,DAL,239,2,7,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,1929,1930,2024,2035,WN,2732,N602SW,55,65,46,-11,-1,OAK,BUR,325,2,7,0,,0,NA,NA,NA,NA,NA
2009,1,10,4,2031,1955,2137,2105,WN,141,N374SW,66,70,55,32,36,STL,OMA,342,3,8,0,,0,2,0,0,0,30
2009,1,10,4,633,635,749,750,WN,1218,N466WN,76,75,59,-1,-2,ABQ,DEN,349,9,8,0,,0,NA,NA,NA,NA,NA
2009,1,4,5,1307,1310,1530,1550,WN,1319,N623SW,143,160,120,-20,-3,PHL,MCO,861,14,9,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,2100,2100,2254,2305,WN,1687,N645SW,114,125,101,-11,0,SEA,OAK,671,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,16,3,1646,1645,1815,1755,WN,2011,N684WN,89,70,59,20,1,MCI,OKC,313,5,25,0,,0,0,0,20,0,0
2009,1,11,5,1127,1130,1229,1230,WN,21,N515SW,62,60,46,-1,-3,DAL,HOU,239,3,13,0,,0,NA,NA,NA,NA,NA
2009,1,7,1,1642,1645,1920,1855,WN,714,N708SA,158,130,142,25,-3,MSY,MDW,825,6,10,0,,0,0,0,25,0,0
2008,1,19,6,724,720,906,920,WN,3588,N407WN,222,240,202,-14,4,MDW,LAS,1521,4,16,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,1453,1450,1640,1645,WN,2788,N671SW,167,175,154,-5,3,RSW,MDW,1105,5,8,0,,0,NA,NA,NA,NA,NA
2009,1,4,5,1122,910,1234,1020,WN,474,N348SW,72,70,57,134,132,SMF,BUR,358,3,12,0,,0,0,116,2,0,16
2009,1,4,5,1006,1010,1128,1130,WN,81,N236WN,82,80,51,-2,-4,PHL,MHT,290,3,28,0,,0,NA,NA,NA,NA,NA
2008,1,16,3,1558,1600,1824,1855,WN,474,N405WN,206,235,194,-31,-2,MDW,PHX,1444,5,7,0,,0,NA,NA,NA,NA,NA
2009,1,10,4,1616,1615,1914,1915,WN,2015,N475WN,118,120,100,-1,1,PHX,SAT,843,4,14,0,,0,NA,NA,NA,NA,NA
2008,1,16,3,941,910,1222,1200,WN,624,N683SW,101,110,89,22,31,SMF,PHX,647,5,7,0,,0,2,0,0,0,20
2009,1,7,1,2122,2100,2221,2200,WN,59,N506SW,59,60,46,21,22,DAL,HOU,239,4,9,0,,0,7,0,0,0,14
2009,1,7,1,854,855,1013,1015,WN,3602,N299WN,79,80,69,-2,-1,ONT,SMF,389,4,6,0,,0,NA,NA,NA,NA,NA
2009,1,4,5,1104,1105,1217,1215,WN,3917,N768SW,73,70,58,2,-1,STL,OMA,342,3,12,0,,0,NA,NA,NA,NA,NA
2008,1,16,3,1834,1835,2027,2030,WN,3748,N643SW,53,55,41,-3,-1,ELP,LBB,295,4,8,0,,0,NA,NA,NA,NA,NA
2009,1,6,7,1151,1135,1421,1415,WN,1231,N484WN,90,100,78,6,16,RNO,PHX,601,5,7,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,1825,1755,2002,1925,WN,2202,N354SW,157,150,133,37,30,HOU,DEN,883,7,17,0,,0,0,0,7,0,30
2009,1,7,1,1308,1310,1412,1425,WN,1424,N601WN,64,75,55,-13,-2,SMF,ONT,389,3,6,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,2209,2130,2315,2240,WN,3399,N787SA,66,70,55,35,39,ABQ,PHX,328,6,5,0,,0,35,0,0,0,0
2009,1,11,5,1606,1610,1621,1630,WN,2812,N645SW,75,80,62,-9,-4,PHX,LAX,370,5,8,0,,0,NA,NA,NA,NA,NA
2009,1,12,6,1405,1350,1524,1515,WN,26,N358SW,79,85,66,9,15,DAL,MCI,461,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,20,7,1336,1335,1436,1440,WN,374,N747SA,60,65,48,-4,1,BUR,SJC,296,5,7,0,,0,NA,NA,NA,NA,NA
2009,1,5,6,2026,1945,2309,2245,WN,452,N269WN,163,180,153,24,41,BDL,MCO,1050,3,7,0,,0,3,0,0,0,21
2008,1,20,7,1409,1410,1907,1920,WN,3687,N283WN,178,190,160,-13,-1,LAX,MCI,1363,5,13,0,,0,NA,NA,NA,NA,NA
2009,1,3,4,2018,2005,2127,2120,WN,943,N609SW,69,75,60,7,13,SJC,SAN,417,1,8,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,1901,1900,2025,2030,WN,1593,N528SW,84,90,74,-5,1,TUL,HOU,453,2,8,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,1520,1520,2045,2100,WN,78,N460WN,205,220,194,-15,0,OAK,HOU,1642,2,9,0,,0,NA,NA,NA,NA,NA
2009,1,7,1,2129,2130,2241,2255,WN,2467,N203WN,72,85,62,-14,-1,SMF,SAN,480,3,7,0,,0,NA,NA,NA,NA,NA
2009,1,11,5,610,615,853,900,WN,3830,N600WN,103,105,89,-7,-5,BNA,TPA,612,5,9,0,,0,NA,NA,NA,NA,NA
2009,1,11,5,1201,1205,1505,1525,WN,720,N746SW,124,140,108,-20,-4,DEN,HOU,883,3,13,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,710,710,854,855,WN,3320,N314SW,104,105,86,-1,0,JAX,BWI,663,3,15,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,746,720,1113,1110,WN,68,N757LV,147,170,135,3,26,MDW,RSW,1105,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,20,7,2032,2035,2307,2315,WN,120,N476WN,95,100,84,-8,-3,BNA,MCO,616,3,8,0,,0,NA,NA,NA,NA,NA
2009,1,14,1,2004,1955,2104,2100,WN,1663,N341SW,60,65,51,4,9,LAX,SJC,308,2,7,0,,0,NA,NA,NA,NA,NA
2008,1,16,3,1401,1400,1500,1505,WN,1667,N435WN,59,65,46,-5,1,LAS,BUR,223,2,11,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,1430,1435,1519,1540,WN,1928,N286WN,109,125,93,-21,-5,BWI,MDW,611,8,8,0,,0,NA,NA,NA,NA,NA
2009,1,3,4,658,650,830,835,WN,2121,N632SW,212,225,197,-5,8,STL,LAS,1372,6,9,0,,0,NA,NA,NA,NA,NA
2009,1,7,1,640,640,731,740,WN,711,N274WN,171,180,157,-9,0,SAT,LAS,1069,5,9,0,,0,NA,NA,NA,NA,NA
2008,1,20,7,2029,2030,2142,2150,WN,107,N484WN,73,80,63,-8,-1,OAK,SNA,371,4,6,0,,0,NA,NA,NA,NA,NA
2008,1,14,1,1239,1245,1507,1525,WN,3070,N779SW,148,160,131,-18,-6,TPA,PVD,1137,4,13,0,,0,NA,NA,NA,NA,NA
2008,1,17,4,616,615,722,720,WN,1942,N376SW,126,125,105,2,1,PHX,OAK,646,4,17,0,,0,NA,NA,NA,NA,NA
2008,1,18,5,1724,1725,1827,1825,WN,549,N775SW,63,60,43,2,-1,MCO,FLL,178,3,17,0,,0,NA,NA,NA,NA,NA
2009,1,4,5,1301,1305,1423,1425,WN,1422,N794SW,82,80,69,-2,-4,BNA,MDW,395,3,10,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,2209,2145,2308,2245,WN,2122,N774SW,59,60,40,23,24,STL,MDW,251,7,12,0,,0,5,0,0,0,18
2009,1,9,3,942,950,1207,1235,WN,3745,N226WN,145,165,131,-28,-8,BWI,FLL,925,4,10,0,,0,NA,NA,NA,NA,NA
2009,1,3,4,1243,1140,1505,1415,WN,2979,N901WN,262,275,249,50,63,MDW,LAX,1750,7,6,0,,0,39,0,0,0,11
2008,1,18,5,1241,1235,1408,1410,WN,892,N335SW,147,155,133,-2,6,MDW,DEN,895,6,8,0,,0,NA,NA,NA,NA,NA
2009,1,6,7,750,745,1013,1035,WN,787,N425LV,143,170,132,-22,5,BUF,TPA,1054,4,7,0,,0,NA,NA,NA,NA,NA
2009,1,4,5,2034,2035,2249,2245,WN,2292,N334SW,135,130,123,4,-1,TPA,BWI,842,3,9,0,,0,NA,NA,NA,NA,NA
2009,1,4,5,1453,1450,1559,1550,WN,2374,N344SW,66,60,45,9,3,PHX,ABQ,328,5,16,0,,0,NA,NA,NA,NA,NA
2009,1,8,2,1516,1515,1635,1640,WN,3659,N687SW,79,85,67,-5,1,PDX,SMF,479,4,8,0,,0,NA,NA,NA,NA,NA
2009,1,4,5,628,630,730,730,WN,974,N280WN,62,60,47,0,-2,MAF,DAL,319,6,9,0,,0,NA,NA,NA,NA,NA
2008,1,16,3,1229,1230,1325,1335,WN,2947,N363SW,56,65,42,-10,-1,LAS,SAN,258,2,12,0,,0,NA,NA,NA,NA,NA
2009,1,13,7,928,930,1032,1040,WN,245,N485WN,64,70,57,-8,-2,MSY,HOU,303,2,5,0,,0,NA,NA,NA,NA,NA
2008,1,17,4,1736,1735,1810,1835,WN,1130,N674AA,94,120,80,-25,1,SLC,LAX,590,5,9,0,,0,NA,NA,NA,NA,NA
2009,1,6,7,1533,1515,1638,1630,WN,3046,N363SW,65,75,55,8,18,ALB,BWI,288,3,7,0,,0,NA,NA,NA,NA,NA
2008,1,19,6,1826,1830,1852,1910,WN,801,N631SW,86,100,76,-18,-4,DTW,STL,440,3,7,0,,0,NA,NA,NA,NA,NA
2009,1,7,1,2209,2035,2303,2130,WN,1209,N301SW,54,55,37,93,94,SJC,RNO,188,4,13,0,,0,1,0,0,0,92
2009,1,8,2,1841,1825,2024,2030,WN,3589,N367SW,103,125,85,-6,16,SEA,OAK,671,4,14,0,,0,NA,NA,NA,NA,NA
2009,1,13,7,1329,1315,1910,1900,WN,1632,N731SA,221,225,206,10,14,LAX,BNA,1797,6,9,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,843,845,942,945,WN,1218,N372SW,179,180,156,-3,-2,AUS,LAS,1090,14,9,0,,0,NA,NA,NA,NA,NA
2009,1,6,7,1654,1700,1645,1655,WN,1827,N257WN,51,55,38,-10,-6,IND,MDW,162,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,18,5,1803,1805,1927,1935,WN,2537,N409WN,84,90,69,-8,-2,SAN,SMF,480,4,11,0,,0,NA,NA,NA,NA,NA
2008,1,19,6,1739,1735,2027,2035,WN,1468,N746SW,288,300,268,-8,4,MCO,PHX,1848,5,15,0,,0,NA,NA,NA,NA,NA
2009,1,5,6,1314,1315,1342,1350,WN,2463,N772SW,88,95,76,-8,-1,RDU,BNA,443,3,9,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,2015,2015,2242,2240,WN,230,N654SW,87,85,72,2,0,ABQ,DAL,580,3,12,0,,0,NA,NA,NA,NA,NA
2008,1,17,4,1634,1635,1750,1750,WN,3046,N791SW,76,75,59,0,-1,BUR,SMF,358,6,11,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,600,600,703,700,WN,3679,N465WN,63,60,42,3,0,ONT,LAS,197,4,17,0,,0,NA,NA,NA,NA,NA
2008,1,14,1,2103,2050,2341,2335,WN,2871,N495WN,98,105,82,6,13,SMF,PHX,647,8,8,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,630,630,757,755,WN,2124,N413WN,87,85,61,2,0,SMF,SAN,480,3,23,0,,0,NA,NA,NA,NA,NA
2008,1,18,5,629,630,706,705,WN,756,N748SW,97,95,73,1,-1,JAX,BNA,484,6,18,0,,0,NA,NA,NA,NA,NA
2008,1,17,4,2034,1740,2257,2015,WN,557,N497WN,143,155,128,162,174,MCO,PHL,861,8,7,0,,0,0,0,162,0,0
2009,1,12,6,1404,1405,1639,1650,WN,1307,N253WN,95,105,80,-11,-1,MDW,IAD,577,5,10,0,,0,NA,NA,NA,NA,NA
2008,1,20,7,1745,1750,1905,1910,WN,727,N493WN,80,80,65,-5,-5,SMF,SNA,404,6,9,0,,0,NA,NA,NA,NA,NA
2008,1,19,6,902,900,1011,1000,WN,365,N411WN,129,120,110,11,2,BWI,BNA,588,5,14,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,1059,1045,1330,1305,WN,503,N246LV,151,140,116,25,14,PIT,MCO,834,5,30,0,,0,14,0,11,0,0
2009,1,11,5,2116,2115,2348,2355,WN,940,N641SW,152,160,137,-7,1,MCO,PVD,1073,8,7,0,,0,NA,NA,NA,NA,NA
2009,1,7,1,1207,1210,1342,1355,WN,1852,N743SW,155,165,138,-13,-3,MCO,MDW,989,4,13,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,702,700,835,820,WN,728,N619SW,93,80,64,15,2,RNO,LAX,390,8,21,0,,0,0,0,15,0,0
2009,1,11,5,1616,1505,1829,1740,WN,3247,N636WN,133,155,117,49,71,MCO,PHL,861,6,10,0,,0,0,49,0,0,0
2009,1,4,5,624,625,649,705,WN,2358,N625SW,85,100,72,-16,-1,DTW,STL,440,3,10,0,,0,NA,NA,NA,NA,NA
2009,1,11,5,1341,1250,1446,1415,WN,983,N236WN,125,145,115,31,51,BWI,STL,737,3,7,0,,0,0,0,2,0,29
2008,1,20,7,923,925,1222,1235,WN,2904,N756SA,119,130,105,-13,-2,JAN,BWI,888,2,12,0,,0,NA,NA,NA,NA,NA
2009,1,4,5,1028,1005,1158,1140,WN,813,N350SW,150,155,133,18,23,MHT,MDW,838,5,12,0,,0,4,0,0,0,14
2009,1,9,3,1149,1145,1230,1235,WN,2176,N503SW,41,50,30,-5,4,SAT,HOU,192,3,8,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,1649,1655,1713,1730,WN,2036,N638SW,84,95,76,-17,-6,MCO,BHM,478,2,6,0,,0,NA,NA,NA,NA,NA
2009,1,11,5,2014,2010,2255,2255,WN,1485,N285WN,101,105,91,0,4,LAX,SLC,590,2,8,0,,0,NA,NA,NA,NA,NA
2009,1,13,7,1106,1055,1257,1235,WN,99,N604SW,171,160,145,22,11,MCO,HOU,848,3,23,0,,0,0,0,11,0,11
2008,1,17,4,713,715,751,805,WN,485,N675AA,98,110,88,-14,-2,ABQ,SAN,628,3,7,0,,0,NA,NA,NA,NA,NA
2008,1,16,3,658,645,834,800,WN,3333,N404WN,156,135,107,34,13,PHL,MDW,668,5,44,0,,0,13,0,21,0,0
2009,1,10,4,1421,1415,1523,1520,WN,2111,N635SW,62,65,52,3,6,OMA,STL,342,3,7,0,,0,NA,NA,NA,NA,NA
2009,1,5,6,1406,1400,1500,1455,WN,32,N340LV,54,55,42,5,6,HOU,DAL,239,5,7,0,,0,NA,NA,NA,NA,NA
2009,1,6,7,1557,1510,2319,2255,WN,3144,N298WN,262,285,248,24,47,LAS,ISP,2283,4,10,0,,0,0,0,0,0,24
2009,1,14,1,956,930,1039,1030,WN,1453,N751SW,103,120,88,9,26,BWI,BNA,588,5,10,0,,0,NA,NA,NA,NA,NA
2009,1,13,7,1011,1015,1052,1100,WN,570,N686SW,41,45,30,-8,-4,SAT,HOU,192,2,9,0,,0,NA,NA,NA,NA,NA
2008,1,20,7,1747,1745,2005,2000,WN,3049,N391SW,78,75,60,5,2,LAX,PHX,370,10,8,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,710,710,958,1005,WN,3743,N528SW,108,115,97,-7,0,BNA,PHL,675,4,7,0,,0,NA,NA,NA,NA,NA
2009,1,4,5,1829,1815,2004,1950,WN,548,N439WN,95,95,71,14,14,PIT,PHL,267,4,20,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,1501,1450,1703,1650,WN,2639,N229WN,242,240,223,13,11,IND,PHX,1489,6,13,0,,0,NA,NA,NA,NA,NA
2009,1,11,5,1208,1210,1414,1420,WN,98,N367SW,66,70,51,-6,-2,SAN,TUS,367,3,12,0,,0,NA,NA,NA,NA,NA
2009,1,12,6,1058,1100,1150,1155,WN,20,N513SW,52,55,40,-5,-2,HOU,DAL,239,2,10,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,1755,1800,1947,2020,WN,1682,N270WN,112,140,99,-33,-5,GEG,LAS,806,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,14,1,1757,1800,1813,1810,WN,3132,N219WN,76,70,56,3,-3,PHX,SNA,338,3,17,0,,0,NA,NA,NA,NA,NA
2009,1,13,7,1005,955,1018,1010,WN,1292,N232WN,73,75,60,8,10,JAX,BHM,365,3,10,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,1345,1315,1559,1550,WN,3326,N610WN,134,155,122,9,30,FLL,BWI,925,2,10,0,,0,NA,NA,NA,NA,NA
2008,1,14,1,1853,1855,1857,1905,WN,2372,N714CB,64,70,55,-8,-2,TUS,SAN,367,2,7,0,,0,NA,NA,NA,NA,NA
2009,1,6,7,1406,1355,1509,1500,WN,37,N611SW,63,65,51,9,11,AMA,DAL,324,5,7,0,,0,NA,NA,NA,NA,NA
2009,1,7,1,1206,1210,1543,1600,WN,1218,N753SW,157,170,145,-17,-4,MDW,RSW,1105,3,9,0,,0,NA,NA,NA,NA,NA
2009,1,3,4,1542,1515,1805,1730,WN,2445,N651SW,83,75,64,35,27,MDW,PIT,402,8,11,0,,0,27,0,8,0,0
2008,1,19,6,1108,1110,1215,1230,WN,2387,N283WN,67,80,55,-15,-2,CMH,PHL,405,4,8,0,,0,NA,NA,NA,NA,NA
